dataset,sample,id,version,label,tier,classification,final_verdict,final_is_malicious,final_is_flagged,decided_by,score,static_verdict,static_score,dynamic_verdict,dynamic_score,total_events,http_requests,child_process_calls,outbound_messages,eval_calls,fs_reads,net_socket_calls,data_stolen,stolen_categories,hosts,purpose,timers_fired,virtual_days,timed_out,error,top_reasons,target
vsmex,11011.markdown-shortcuts-like-obsidian-ob,11011.markdown-shortcuts-like-obsidian-ob,0.1.0,1,policy,Impersonation,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\11011.markdown-shortcuts-like-obsidian-ob\0.1.0\11011.markdown-shortcuts-like-obsidian-ob-0.1.0.vsix
vsmex,11011.markdown-shortcuts-like-obsidian-ob,11011.markdown-shortcuts-like-obsidian-ob,0.1.1,1,policy,Impersonation,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\11011.markdown-shortcuts-like-obsidian-ob\0.1.1\11011.markdown-shortcuts-like-obsidian-ob-0.1.1.vsix
vsmex,11011.markdown-shortcuts-like-obsidian-merge,11011.markdown-shortcuts-like-obsidian-merge,0.1.1,1,policy,Impersonation,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\11011.markdown-shortcuts-like-obsidian-merge\0.1.1\11011.markdown-shortcuts-like-obsidian-merge-0.1.1.vsix
vsmex,498-00.cppformat,498-00.cppformat,1.0.12,1,code,Malware,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,1,0,0,0,0,1,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\498-00.cppformat\1.0.12\498-00.cppformat-1.0.12.vsix
vsmex,128bitstudios.codex-stats-updated,128BitStudios.codex-stats-updated,1.0.5,1,policy,Impersonation,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,1,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\128BitStudios.codex-stats-updated\1.0.5\128BitStudios.codex-stats-updated-1.0.5.vsix
vsmex,318182456.legado-reader3-vscode,318182456.legado-reader3-vscode,1.4.7,1,policy,Impersonation,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\318182456.legado-reader3-vscode\1.4.7\318182456.legado-reader3-vscode-1.4.7.vsix
vsmex,498-00.cppplayground,498-00.cppplayground,1.0.43,1,code,Malware,MALICIOUS,1,1,corroboration,35,SUSPICIOUS,35,SUSPICIOUS,30,8,2,0,2,0,4,0,0,,ab498.pythonanywhere.com,C2 beacon / Command-and-control client,40000,0.05,0,,corroboration:+0 static and dynamic independently confirm the same indicator (ephemeral_cloud) ; static:+30 ephemeral/free cloud backend endpoint (C2 staging) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\498-00.cppplayground\1.0.43\498-00.cppplayground-1.0.43.vsix
vsmex,498.pythonformat,498.pythonformat,1.0.48,1,code,Malicious,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,2,0,0,0,0,1,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 javascript-obfuscator string-array decoder present (deliberate code hiding) ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\498.pythonformat\1.0.48\498.pythonformat-1.0.48.vsix
vsmex,498-00.pythonformat,498-00.pythonformat,1.0.51,1,code,Malware,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,2,0,0,0,0,1,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\498-00.pythonformat\1.0.51\498-00.pythonformat-1.0.51.vsix
vsmex,360-Geelib-Copilot-Code.geelibcopilotcode,360-Geelib-Copilot-Code.geelibcopilotcode,4.0.3,1,policy,Impersonation,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,4,0,0,0,0,3,0,0,,,No malicious behaviour observed (dynamic),1,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\360-Geelib-Copilot-Code.geelibcopilotcode\4.0.3\360-Geelib-Copilot-Code.geelibcopilotcode-4.0.3.vsix
vsmex,64kramsystem.vscode-open-in-github-wiki-fixed,64kramsystem.vscode-open-in-github-wiki-fixed,1.19.2,1,policy,Impersonation,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,,0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\64kramsystem.vscode-open-in-github-wiki-fixed\1.19.2\64kramsystem.vscode-open-in-github-wiki-fixed-1.19.2.vsix
vsmex,4t-ia.4t-ia,4t-ia.4t-ia,1.3.31,1,suspect,Untrustworthy,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,5,0,0,0,0,2,0,0,,,No malicious behaviour observed (dynamic),1,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\4t-ia.4t-ia\1.3.31\4t-ia.4t-ia-1.3.31.vsix
vsmex,64kramsystem.vscode-open-in-github-wiki-fixed,64kramsystem.vscode-open-in-github-wiki-fixed,1.19.0,1,policy,Impersonation,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,,0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\64kramsystem.vscode-open-in-github-wiki-fixed\1.19.0\64kramsystem.vscode-open-in-github-wiki-fixed-1.19.0.vsix
vsmex,723Studio.fta-ruleset-tools,723Studio.fta-ruleset-tools,1.1.15,1,policy,Impersonation,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\723Studio.fta-ruleset-tools\1.1.15\723Studio.fta-ruleset-tools-1.1.15.vsix
vsmex,723Studio.fta-ruleset-tools,723Studio.fta-ruleset-tools,1.1.14,1,policy,Impersonation,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\723Studio.fta-ruleset-tools\1.1.14\723Studio.fta-ruleset-tools-1.1.14.vsix
vsmex,723Studio.fta-ruleset-tools,723Studio.fta-ruleset-tools,1.1.11,1,policy,Impersonation,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\723Studio.fta-ruleset-tools\1.1.11\723Studio.fta-ruleset-tools-1.1.11.vsix
vsmex,617694668.cline-cn,617694668.cline-cn,3.10.2,1,policy,impersonation,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\617694668.cline-cn\3.10.2\617694668.cline-cn-3.10.2.vsix
vsmex,77qingliu.sas-syntax,77qingliu.sas-syntax,1.0.8,1,policy,Impersonation,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\77qingliu.sas-syntax\1.0.8\77qingliu.sas-syntax-1.0.8.vsix
vsmex,8bitZeta.Nand2Tetris-8bit,8bitZeta.Nand2Tetris-8bit,0.1.5,1,policy,Impersonation,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\8bitZeta.Nand2Tetris-8bit\0.1.5\8bitZeta.Nand2Tetris-8bit-0.1.5.vsix
vsmex,AARCarti.darkai-ai-pro,AARCarti.darkai-ai-pro,1.0.0,1,code,Malware,MALICIOUS,1,1,both,115,MALICIOUS,115,MALICIOUS,90,2,0,1,0,0,0,0,0,,,Dropper,2,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+15 executes a child process with windowsHide:true (concealed execution) ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload),C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\AARCarti.darkai-ai-pro\1.0.0\AARCarti.darkai-ai-pro-1.0.0.vsix
vsmex,AARCarti.fortex-ai-pro,AARCarti.fortex-ai-pro,1.0.0,1,code,Malware,MALICIOUS,1,1,both,115,MALICIOUS,115,MALICIOUS,90,2,0,1,0,0,0,0,0,,,Dropper,2,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+15 executes a child process with windowsHide:true (concealed execution) ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload),C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\AARCarti.fortex-ai-pro\1.0.0\AARCarti.fortex-ai-pro-1.0.0.vsix
vsmex,ab-498.cppformat,ab-498.cppformat,1.0.10,1,code,Malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,1,0,0,0,0,1,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\ab-498.cppformat\1.0.10\ab-498.cppformat-1.0.10.vsix
vsmex,abczyx2006.rust-coder,abczyx2006.rust-coder,0.0.1,1,policy,Impersonation,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\abczyx2006.rust-coder\0.0.1\abczyx2006.rust-coder-0.0.1.vsix
vsmex,ab-498.httpformat,ab-498.httpformat,1.0.56,1,code,Malicious,SUSPICIOUS,0,1,dynamic,53,BENIGN,0,SUSPICIOUS,53,154,0,151,0,1,0,0,0,,,Obfuscated payload (staged execution),152,0.02,0,,dynamic:+35 spawns an OS process / shell via child_process ; dynamic:+18 evaluates dynamically-built code (eval / new Function),C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\ab-498.httpformat\1.0.56\ab-498.httpformat-1.0.56.vsix
vsmex,abczyx2006.rust-coder,abczyx2006.rust-coder,0.0.2,1,policy,Impersonation,SUSPICIOUS,0,1,static,25,SUSPICIOUS,25,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 javascript-obfuscator string-array decoder present (deliberate code hiding),C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\abczyx2006.rust-coder\0.0.2\abczyx2006.rust-coder-0.0.2.vsix
vsmex,Abhilash001.t-ex,Abhilash001.t-ex,0.0.6,1,code,Malware,BENIGN,0,0,both,10,BENIGN,0,BENIGN,10,16,8,0,8,0,0,0,0,,127.0.0.1,C2 beacon / Command-and-control client,0,0,0,,dynamic:+10 makes outbound network connections,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\Abhilash001.t-ex\0.0.6\Abhilash001.t-ex-0.0.6.vsix
vsmex,Abhilash001.t-ex,Abhilash001.t-ex,0.0.10,1,code,Malware,BENIGN,0,0,both,10,BENIGN,0,BENIGN,10,16,8,0,8,0,0,0,0,,127.0.0.1,C2 beacon / Command-and-control client,0,0,0,,dynamic:+10 makes outbound network connections,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\Abhilash001.t-ex\0.0.10\Abhilash001.t-ex-0.0.10.vsix
vsmex,Abhilash001.t-ex,Abhilash001.t-ex,0.0.7,1,code,Malware,BENIGN,0,0,both,10,BENIGN,0,BENIGN,10,16,8,0,8,0,0,0,0,,127.0.0.1,C2 beacon / Command-and-control client,0,0,0,,dynamic:+10 makes outbound network connections,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\Abhilash001.t-ex\0.0.7\Abhilash001.t-ex-0.0.7.vsix
vsmex,abhiagr.livs,abhiagr.livs,1.0.6,1,policy,Copyright violation,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\abhiagr.livs\1.0.6\abhiagr.livs-1.0.6.vsix
vsmex,ab-498.pythonformat,ab-498.pythonformat,1.0.50,1,code,Malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,2,0,0,0,0,1,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\ab-498.pythonformat\1.0.50\ab-498.pythonformat-1.0.50.vsix
vsmex,ab-498.cppplayground,ab-498.cppplayground,1.0.42,1,code,Malicious,MALICIOUS,1,1,corroboration,35,SUSPICIOUS,35,SUSPICIOUS,30,8,2,0,2,0,4,0,0,,ab498.pythonanywhere.com,C2 beacon / Command-and-control client,40000,0.05,0,,corroboration:+0 static and dynamic independently confirm the same indicator (ephemeral_cloud) ; static:+30 ephemeral/free cloud backend endpoint (C2 staging) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\ab-498.cppplayground\1.0.42\ab-498.cppplayground-1.0.42.vsix
vsmex,AbhishekChakrabartti.localghostllmclientextension-1.0.0,AbhishekChakrabartti.localghostllmclientextension,1.0.0,1,suspect,Untrustworthy,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\AbhishekChakrabartti.localghostllmclientextension\1.0.0\AbhishekChakrabartti.localghostllmclientextension-1.0.0.vsix
vsmex,7finney.ethcode,7finney.ethcode,0.5.1,1,code,Malicious,BENIGN,0,0,both,10,BENIGN,0,BENIGN,10,33,2,0,2,0,6,0,0,,raw.githubusercontent.com,C2 beacon / Command-and-control client,0,0,0,,dynamic:+10 makes outbound network connections,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\7finney.ethcode\0.5.1\7finney.ethcode-0.5.1.vsix
vsmex,adityasanwal.faa-sound,adityasanwal.faa-sound,1.3.0,1,suspect,Untrustworthy,MALICIOUS,1,1,static,62,MALICIOUS,62,BENIGN,0,1,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+50 drops an executable into a temp directory and launches it (dropper) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\adityasanwal.faa-sound\1.3.0\adityasanwal.faa-sound-1.3.0.vsix
vsmex,adityasanwal.faa-sound,adityasanwal.faa-sound,1.2.0,1,suspect,Untrustworthy,MALICIOUS,1,1,static,62,MALICIOUS,62,BENIGN,0,1,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+50 drops an executable into a temp directory and launches it (dropper) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\adityasanwal.faa-sound\1.2.0\adityasanwal.faa-sound-1.2.0.vsix
vsmex,adityasanwal.faa-sound,adityasanwal.faa-sound,1.1.0,1,suspect,Untrustworthy,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\adityasanwal.faa-sound\1.1.0\adityasanwal.faa-sound-1.1.0.vsix
vsmex,adwaitkeshari.lull,adwaitkeshari.lull,0.1.1,1,code,Malware,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,8,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),605,0.1,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\adwaitkeshari.lull\0.1.1\adwaitkeshari.lull-0.1.1.vsix
vsmex,adr-org.adr-manager-vscode,adr-org.adr-manager-vscode,0.0.1,1,policy,Impersonation,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\adr-org.adr-manager-vscode\0.0.1\adr-org.adr-manager-vscode-0.0.1.vsix
vsmex,adr-org.adr-manager-vscode,adr-org.adr-manager-vscode,0.0.2,1,policy,Impersonation,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\adr-org.adr-manager-vscode\0.0.2\adr-org.adr-manager-vscode-0.0.2.vsix
vsmex,AdamFortune.ezsqlite,AdamFortune.ezsqlite,0.15.0,1,policy,Impersonation,SUSPICIOUS,0,1,dynamic,35,BENIGN,12,SUSPICIOUS,35,5,0,5,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+35 spawns an OS process / shell via child_process,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\AdamFortune.ezsqlite\0.15.0\AdamFortune.ezsqlite-0.15.0.vsix
vsmex,abstractalgo.package-json-upgrade-abstractalgo,abstractalgo.package-json-upgrade-abstractalgo,3.6.0,1,policy,Impersonation,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,2,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),1,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\abstractalgo.package-json-upgrade-abstractalgo\3.6.0\abstractalgo.package-json-upgrade-abstractalgo-3.6.0.vsix
vsmex,agent.devdock,agent.devdock,0.2.0,1,policy,impersonation,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\agent.devdock\0.2.0\agent.devdock-0.2.0.vsix
vsmex,agent.devdock,agent.devdock,0.2.1,1,policy,impersonation,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\agent.devdock\0.2.1\agent.devdock-0.2.1.vsix
vsmex,agent.devdock,agent.devdock,0.1.20,1,policy,impersonation,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,18,4,0,0,0,3,0,0,0,,,Obfuscated payload (staged execution),0,0,0,,static:+30 Solana RPC endpoint (used by some malware as decentralized C2) ; static:+20 serialises the entire process environment (env-variable harvesting) ; dynamic:+18 evaluates dynamically-built code (eval / new Function),C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\agent.devdock\0.1.20\agent.devdock-0.1.20.vsix
vsmex,agent.devdock,agent.devdock,0.2.2,1,policy,impersonation,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\agent.devdock\0.2.2\agent.devdock-0.2.2.vsix
vsmex,agent.devdock,agent.devdock,0.2.6,1,policy,impersonation,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\vsmex-dataset\vsmex-dataset\extensions\agent.devdock\0.2.6\agent.devdock-0.2.6.vsix
